model,id,MC1,MN1,MN2,point_id,run_key,runtime_s,returncode,xsec_pb,xsec_err_pb,order,xsec_NNLO_NNLL_pb,xsec_NNLO_NNLL_err_pb,status,log
higgsino_N2C1minus_13,mc1_497p5_mn1_495_mn2_500,497.5,495,500,mc1_497p5_mn1_495_mn2_500,higgsino_N2C1minus_13::mc1_497p5_mn1_495_mn2_500,23.68,0,0.0035198828,1.8284324e-06,NNLO+NNLL,0.0035198828,1.8284324e-06,ok,runs/higgsino_N2C1minus_13/mc1_497p5_mn1_495_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_496p25_mn1_492p5_mn2_500,496.25,492.5,500,mc1_496p25_mn1_492p5_mn2_500,higgsino_N2C1minus_13::mc1_496p25_mn1_492p5_mn2_500,23.49,0,0.0035407096,1.839745e-06,NNLO+NNLL,0.0035407096,1.839745e-06,ok,runs/higgsino_N2C1minus_13/mc1_496p25_mn1_492p5_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_495_mn1_490_mn2_500,495.0,490,500,mc1_495_mn1_490_mn2_500,higgsino_N2C1minus_13::mc1_495_mn1_490_mn2_500,23.7,0,0.0035616692,1.8511249e-06,NNLO+NNLL,0.0035616692,1.8511249e-06,ok,runs/higgsino_N2C1minus_13/mc1_495_mn1_490_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_492p5_mn1_485_mn2_500,492.5,485,500,mc1_492p5_mn1_485_mn2_500,higgsino_N2C1minus_13::mc1_492p5_mn1_485_mn2_500,23.68,0,0.0036039848,1.8740582e-06,NNLO+NNLL,0.0036039848,1.8740582e-06,ok,runs/higgsino_N2C1minus_13/mc1_492p5_mn1_485_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_490_mn1_480_mn2_500,490.0,480,500,mc1_490_mn1_480_mn2_500,higgsino_N2C1minus_13::mc1_490_mn1_480_mn2_500,23.43,0,0.0036468394,1.8972683e-06,NNLO+NNLL,0.0036468394,1.8972683e-06,ok,runs/higgsino_N2C1minus_13/mc1_490_mn1_480_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_485_mn1_470_mn2_500,485.0,470,500,mc1_485_mn1_470_mn2_500,higgsino_N2C1minus_13::mc1_485_mn1_470_mn2_500,23.61,0,0.0037341592,1.9446086e-06,NNLO+NNLL,0.0037341592,1.9446086e-06,ok,runs/higgsino_N2C1minus_13/mc1_485_mn1_470_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_480_mn1_460_mn2_500,480.0,460,500,mc1_480_mn1_460_mn2_500,higgsino_N2C1minus_13::mc1_480_mn1_460_mn2_500,23.44,0,0.0038236644,1.9931891e-06,NNLO+NNLL,0.0038236644,1.9931891e-06,ok,runs/higgsino_N2C1minus_13/mc1_480_mn1_460_mn2_500/resummino.log,
higgsino_N2C1minus_13,mc1_524p7_mn1_524p4_mn2_525,524.7,524.4,525,mc1_524p7_mn1_524p4_mn2_525,higgsino_N2C1minus_13::mc1_524p7_mn1_524p4_mn2_525,23.93,0,0.0027624775,1.4203451e-06,NNLO+NNLL,0.0027624775,1.4203451e-06,ok,runs/higgsino_N2C1minus_13/mc1_524p7_mn1_524p4_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_524p6_mn1_524p2_mn2_525,524.6,524.2,525,mc1_524p6_mn1_524p2_mn2_525,higgsino_N2C1minus_13::mc1_524p6_mn1_524p2_mn2_525,23.9,0,0.0027637379,1.4210205e-06,NNLO+NNLL,0.0027637379,1.4210205e-06,ok,runs/higgsino_N2C1minus_13/mc1_524p6_mn1_524p2_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_524p5_mn1_524_mn2_525,524.5,524,525,mc1_524p5_mn1_524_mn2_525,higgsino_N2C1minus_13::mc1_524p5_mn1_524_mn2_525,23.69,0,0.0027649988,1.4216963e-06,NNLO+NNLL,0.0027649988,1.4216963e-06,ok,runs/higgsino_N2C1minus_13/mc1_524p5_mn1_524_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_524p25_mn1_523p5_mn2_525,524.25,523.5,525,mc1_524p25_mn1_523p5_mn2_525,higgsino_N2C1minus_13::mc1_524p25_mn1_523p5_mn2_525,24.0,0,0.0027681539,1.4233876e-06,NNLO+NNLL,0.0027681539,1.4233876e-06,ok,runs/higgsino_N2C1minus_13/mc1_524p25_mn1_523p5_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_524_mn1_523_mn2_525,524.0,523,525,mc1_524_mn1_523_mn2_525,higgsino_N2C1minus_13::mc1_524_mn1_523_mn2_525,23.45,0,0.0027713128,1.4250812e-06,NNLO+NNLL,0.0027713128,1.4250812e-06,ok,runs/higgsino_N2C1minus_13/mc1_524_mn1_523_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_523p5_mn1_522_mn2_525,523.5,522,525,mc1_523p5_mn1_522_mn2_525,higgsino_N2C1minus_13::mc1_523p5_mn1_522_mn2_525,23.69,0,0.0027776422,1.4284749e-06,NNLO+NNLL,0.0027776422,1.4284749e-06,ok,runs/higgsino_N2C1minus_13/mc1_523p5_mn1_522_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_522p5_mn1_520_mn2_525,522.5,520,525,mc1_522p5_mn1_520_mn2_525,higgsino_N2C1minus_13::mc1_522p5_mn1_520_mn2_525,23.9,0,0.0027903462,1.435291e-06,NNLO+NNLL,0.0027903462,1.435291e-06,ok,runs/higgsino_N2C1minus_13/mc1_522p5_mn1_520_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_521p25_mn1_517p5_mn2_525,521.25,517.5,525,mc1_521p25_mn1_517p5_mn2_525,higgsino_N2C1minus_13::mc1_521p25_mn1_517p5_mn2_525,23.56,0,0.0028063129,1.4438534e-06,NNLO+NNLL,0.0028063129,1.4438534e-06,ok,runs/higgsino_N2C1minus_13/mc1_521p25_mn1_517p5_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_520_mn1_515_mn2_525,520.0,515,525,mc1_520_mn1_515_mn2_525,higgsino_N2C1minus_13::mc1_520_mn1_515_mn2_525,26.45,0,0.0028223767,1.4524707e-06,NNLO+NNLL,0.0028223767,1.4524707e-06,ok,runs/higgsino_N2C1minus_13/mc1_520_mn1_515_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_517p5_mn1_510_mn2_525,517.5,510,525,mc1_517p5_mn1_510_mn2_525,higgsino_N2C1minus_13::mc1_517p5_mn1_510_mn2_525,23.72,0,0.0028547991,1.4698527e-06,NNLO+NNLL,0.0028547991,1.4698527e-06,ok,runs/higgsino_N2C1minus_13/mc1_517p5_mn1_510_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_515_mn1_505_mn2_525,515.0,505,525,mc1_515_mn1_505_mn2_525,higgsino_N2C1minus_13::mc1_515_mn1_505_mn2_525,24.54,0,0.0028876132,1.4874456e-06,NNLO+NNLL,0.0028876132,1.4874456e-06,ok,runs/higgsino_N2C1minus_13/mc1_515_mn1_505_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_510_mn1_495_mn2_525,510.0,495,525,mc1_510_mn1_495_mn2_525,higgsino_N2C1minus_13::mc1_510_mn1_495_mn2_525,24.16,0,0.0029544395,1.5233305e-06,NNLO+NNLL,0.0029544395,1.5233305e-06,ok,runs/higgsino_N2C1minus_13/mc1_510_mn1_495_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_505_mn1_485_mn2_525,505.0,485,525,mc1_505_mn1_485_mn2_525,higgsino_N2C1minus_13::mc1_505_mn1_485_mn2_525,23.41,0,0.0030229004,1.5602244e-06,NNLO+NNLL,0.0030229004,1.5602244e-06,ok,runs/higgsino_N2C1minus_13/mc1_505_mn1_485_mn2_525/resummino.log,
higgsino_N2C1minus_13,mc1_549p7_mn1_549p4_mn2_550,549.7,549.4,550,mc1_549p7_mn1_549p4_mn2_550,higgsino_N2C1minus_13::mc1_549p7_mn1_549p4_mn2_550,24.69,0,0.0022067713,1.1225903e-06,NNLO+NNLL,0.0022067713,1.1225903e-06,ok,runs/higgsino_N2C1minus_13/mc1_549p7_mn1_549p4_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_549p6_mn1_549p2_mn2_550,549.6,549.2,550,mc1_549p6_mn1_549p2_mn2_550,higgsino_N2C1minus_13::mc1_549p6_mn1_549p2_mn2_550,24.43,0,0.0022077476,1.1231071e-06,NNLO+NNLL,0.0022077476,1.1231071e-06,ok,runs/higgsino_N2C1minus_13/mc1_549p6_mn1_549p2_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_549p5_mn1_549_mn2_550,549.5,549,550,mc1_549p5_mn1_549_mn2_550,higgsino_N2C1minus_13::mc1_549p5_mn1_549_mn2_550,24.45,0,0.0022087243,1.1236241e-06,NNLO+NNLL,0.0022087243,1.1236241e-06,ok,runs/higgsino_N2C1minus_13/mc1_549p5_mn1_549_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_549p25_mn1_548p5_mn2_550,549.25,548.5,550,mc1_549p25_mn1_548p5_mn2_550,higgsino_N2C1minus_13::mc1_549p25_mn1_548p5_mn2_550,24.25,0,0.0022111682,1.1249178e-06,NNLO+NNLL,0.0022111682,1.1249178e-06,ok,runs/higgsino_N2C1minus_13/mc1_549p25_mn1_548p5_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_549_mn1_548_mn2_550,549.0,548,550,mc1_549_mn1_548_mn2_550,higgsino_N2C1minus_13::mc1_549_mn1_548_mn2_550,24.37,0,0.002213615,1.1262132e-06,NNLO+NNLL,0.002213615,1.1262132e-06,ok,runs/higgsino_N2C1minus_13/mc1_549_mn1_548_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_548p5_mn1_547_mn2_550,548.5,547,550,mc1_548p5_mn1_547_mn2_550,higgsino_N2C1minus_13::mc1_548p5_mn1_547_mn2_550,24.33,0,0.0022185172,1.1288086e-06,NNLO+NNLL,0.0022185172,1.1288086e-06,ok,runs/higgsino_N2C1minus_13/mc1_548p5_mn1_547_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_547p5_mn1_545_mn2_550,547.5,545,550,mc1_547p5_mn1_545_mn2_550,higgsino_N2C1minus_13::mc1_547p5_mn1_545_mn2_550,24.16,0,0.0022283567,1.1340184e-06,NNLO+NNLL,0.0022283567,1.1340184e-06,ok,runs/higgsino_N2C1minus_13/mc1_547p5_mn1_545_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_546p25_mn1_542p5_mn2_550,546.25,542.5,550,mc1_546p25_mn1_542p5_mn2_550,higgsino_N2C1minus_13::mc1_546p25_mn1_542p5_mn2_550,24.55,0,0.0022407206,1.1405666e-06,NNLO+NNLL,0.0022407206,1.1405666e-06,ok,runs/higgsino_N2C1minus_13/mc1_546p25_mn1_542p5_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_545_mn1_540_mn2_550,545.0,540,550,mc1_545_mn1_540_mn2_550,higgsino_N2C1minus_13::mc1_545_mn1_540_mn2_550,24.26,0,0.0022531564,1.1471544e-06,NNLO+NNLL,0.0022531564,1.1471544e-06,ok,runs/higgsino_N2C1minus_13/mc1_545_mn1_540_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_542p5_mn1_535_mn2_550,542.5,535,550,mc1_542p5_mn1_535_mn2_550,higgsino_N2C1minus_13::mc1_542p5_mn1_535_mn2_550,24.58,0,0.0022782467,1.160451e-06,NNLO+NNLL,0.0022782467,1.160451e-06,ok,runs/higgsino_N2C1minus_13/mc1_542p5_mn1_535_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_540_mn1_530_mn2_550,540.0,530,550,mc1_540_mn1_530_mn2_550,higgsino_N2C1minus_13::mc1_540_mn1_530_mn2_550,24.35,0,0.00230363,1.1739109e-06,NNLO+NNLL,0.00230363,1.1739109e-06,ok,runs/higgsino_N2C1minus_13/mc1_540_mn1_530_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_535_mn1_520_mn2_550,535.0,520,550,mc1_535_mn1_520_mn2_550,higgsino_N2C1minus_13::mc1_535_mn1_520_mn2_550,24.23,0,0.0023552887,1.2013281e-06,NNLO+NNLL,0.0023552887,1.2013281e-06,ok,runs/higgsino_N2C1minus_13/mc1_535_mn1_520_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_530_mn1_510_mn2_550,530.0,510,550,mc1_530_mn1_510_mn2_550,higgsino_N2C1minus_13::mc1_530_mn1_510_mn2_550,25.14,0,0.0024081679,1.2294188e-06,NNLO+NNLL,0.0024081679,1.2294188e-06,ok,runs/higgsino_N2C1minus_13/mc1_530_mn1_510_mn2_550/resummino.log,
higgsino_N2C1minus_13,mc1_574p7_mn1_574p4_mn2_575,574.7,574.4,575,mc1_574p7_mn1_574p4_mn2_575,higgsino_N2C1minus_13::mc1_574p7_mn1_574p4_mn2_575,24.56,0,0.0017745873,8.9569063e-07,NNLO+NNLL,0.0017745873,8.9569063e-07,ok,runs/higgsino_N2C1minus_13/mc1_574p7_mn1_574p4_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_574p6_mn1_574p2_mn2_575,574.6,574.2,575,mc1_574p6_mn1_574p2_mn2_575,higgsino_N2C1minus_13::mc1_574p6_mn1_574p2_mn2_575,24.28,0,0.0017753499,8.96091e-07,NNLO+NNLL,0.0017753499,8.96091e-07,ok,runs/higgsino_N2C1minus_13/mc1_574p6_mn1_574p2_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_574p5_mn1_574_mn2_575,574.5,574,575,mc1_574p5_mn1_574_mn2_575,higgsino_N2C1minus_13::mc1_574p5_mn1_574_mn2_575,24.5,0,0.0017761128,8.9649156e-07,NNLO+NNLL,0.0017761128,8.9649156e-07,ok,runs/higgsino_N2C1minus_13/mc1_574p5_mn1_574_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_574p25_mn1_573p5_mn2_575,574.25,573.5,575,mc1_574p25_mn1_573p5_mn2_575,higgsino_N2C1minus_13::mc1_574p25_mn1_573p5_mn2_575,24.21,0,0.0017780217,8.9749375e-07,NNLO+NNLL,0.0017780217,8.9749375e-07,ok,runs/higgsino_N2C1minus_13/mc1_574p25_mn1_573p5_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_574_mn1_573_mn2_575,574.0,573,575,mc1_574_mn1_573_mn2_575,higgsino_N2C1minus_13::mc1_574_mn1_573_mn2_575,24.5,0,0.0017799327,8.9849711e-07,NNLO+NNLL,0.0017799327,8.9849711e-07,ok,runs/higgsino_N2C1minus_13/mc1_574_mn1_573_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_573p5_mn1_572_mn2_575,573.5,572,575,mc1_573p5_mn1_572_mn2_575,higgsino_N2C1minus_13::mc1_573p5_mn1_572_mn2_575,24.89,0,0.0017837611,9.0050743e-07,NNLO+NNLL,0.0017837611,9.0050743e-07,ok,runs/higgsino_N2C1minus_13/mc1_573p5_mn1_572_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_572p5_mn1_570_mn2_575,572.5,570,575,mc1_572p5_mn1_570_mn2_575,higgsino_N2C1minus_13::mc1_572p5_mn1_570_mn2_575,24.41,0,0.0017914439,9.0454119e-07,NNLO+NNLL,0.0017914439,9.0454119e-07,ok,runs/higgsino_N2C1minus_13/mc1_572p5_mn1_570_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_571p25_mn1_567p5_mn2_575,571.25,567.5,575,mc1_571p25_mn1_567p5_mn2_575,higgsino_N2C1minus_13::mc1_571p25_mn1_567p5_mn2_575,24.14,0,0.0018010958,9.0960992e-07,NNLO+NNLL,0.0018010958,9.0960992e-07,ok,runs/higgsino_N2C1minus_13/mc1_571p25_mn1_567p5_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_570_mn1_565_mn2_575,570.0,565,575,mc1_570_mn1_565_mn2_575,higgsino_N2C1minus_13::mc1_570_mn1_565_mn2_575,24.61,0,0.0018108025,9.1470806e-07,NNLO+NNLL,0.0018108025,9.1470806e-07,ok,runs/higgsino_N2C1minus_13/mc1_570_mn1_565_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_567p5_mn1_560_mn2_575,567.5,560,575,mc1_567p5_mn1_560_mn2_575,higgsino_N2C1minus_13::mc1_567p5_mn1_560_mn2_575,24.21,0,0.0018303804,9.2499383e-07,NNLO+NNLL,0.0018303804,9.2499383e-07,ok,runs/higgsino_N2C1minus_13/mc1_567p5_mn1_560_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_565_mn1_555_mn2_575,565.0,555,575,mc1_565_mn1_555_mn2_575,higgsino_N2C1minus_13::mc1_565_mn1_555_mn2_575,24.24,0,0.0018501797,9.3540074e-07,NNLO+NNLL,0.0018501797,9.3540074e-07,ok,runs/higgsino_N2C1minus_13/mc1_565_mn1_555_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_560_mn1_545_mn2_575,560.0,545,575,mc1_560_mn1_545_mn2_575,higgsino_N2C1minus_13::mc1_560_mn1_545_mn2_575,24.02,0,0.0018904572,9.5658422e-07,NNLO+NNLL,0.0018904572,9.5658422e-07,ok,runs/higgsino_N2C1minus_13/mc1_560_mn1_545_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_555_mn1_535_mn2_575,555.0,535,575,mc1_555_mn1_535_mn2_575,higgsino_N2C1minus_13::mc1_555_mn1_535_mn2_575,24.19,0,0.001931658,9.7826903e-07,NNLO+NNLL,0.001931658,9.7826903e-07,ok,runs/higgsino_N2C1minus_13/mc1_555_mn1_535_mn2_575/resummino.log,
higgsino_N2C1minus_13,mc1_599p7_mn1_599p4_mn2_600,599.7,599.4,600,mc1_599p7_mn1_599p4_mn2_600,higgsino_N2C1minus_13::mc1_599p7_mn1_599p4_mn2_600,24.61,0,0.0014357623,7.1862883e-07,NNLO+NNLL,0.0014357623,7.1862883e-07,ok,runs/higgsino_N2C1minus_13/mc1_599p7_mn1_599p4_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_599p6_mn1_599p2_mn2_600,599.6,599.2,600,mc1_599p6_mn1_599p2_mn2_600,higgsino_N2C1minus_13::mc1_599p6_mn1_599p2_mn2_600,24.39,0,0.0014363625,7.1894124e-07,NNLO+NNLL,0.0014363625,7.1894124e-07,ok,runs/higgsino_N2C1minus_13/mc1_599p6_mn1_599p2_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_599p5_mn1_599_mn2_600,599.5,599,600,mc1_599p5_mn1_599_mn2_600,higgsino_N2C1minus_13::mc1_599p5_mn1_599_mn2_600,24.29,0,0.001436963,7.192538e-07,NNLO+NNLL,0.001436963,7.192538e-07,ok,runs/higgsino_N2C1minus_13/mc1_599p5_mn1_599_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_599p25_mn1_598p5_mn2_600,599.25,598.5,600,mc1_599p25_mn1_598p5_mn2_600,higgsino_N2C1minus_13::mc1_599p25_mn1_598p5_mn2_600,24.26,0,0.0014384654,7.200358e-07,NNLO+NNLL,0.0014384654,7.200358e-07,ok,runs/higgsino_N2C1minus_13/mc1_599p25_mn1_598p5_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_599_mn1_598_mn2_600,599.0,598,600,mc1_599_mn1_598_mn2_600,higgsino_N2C1minus_13::mc1_599_mn1_598_mn2_600,24.04,0,0.0014399694,7.2081869e-07,NNLO+NNLL,0.0014399694,7.2081869e-07,ok,runs/higgsino_N2C1minus_13/mc1_599_mn1_598_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_598p5_mn1_597_mn2_600,598.5,597,600,mc1_598p5_mn1_597_mn2_600,higgsino_N2C1minus_13::mc1_598p5_mn1_597_mn2_600,24.05,0,0.0014429824,7.2238712e-07,NNLO+NNLL,0.0014429824,7.2238712e-07,ok,runs/higgsino_N2C1minus_13/mc1_598p5_mn1_597_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_597p5_mn1_595_mn2_600,597.5,595,600,mc1_597p5_mn1_595_mn2_600,higgsino_N2C1minus_13::mc1_597p5_mn1_595_mn2_600,24.33,0,0.0014490283,7.2553468e-07,NNLO+NNLL,0.0014490283,7.2553468e-07,ok,runs/higgsino_N2C1minus_13/mc1_597p5_mn1_595_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_596p25_mn1_592p5_mn2_600,596.25,592.5,600,mc1_596p25_mn1_592p5_mn2_600,higgsino_N2C1minus_13::mc1_596p25_mn1_592p5_mn2_600,24.16,0,0.001456623,7.2948922e-07,NNLO+NNLL,0.001456623,7.2948922e-07,ok,runs/higgsino_N2C1minus_13/mc1_596p25_mn1_592p5_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_595_mn1_590_mn2_600,595.0,590,600,mc1_595_mn1_590_mn2_600,higgsino_N2C1minus_13::mc1_595_mn1_590_mn2_600,24.35,0,0.0014642596,7.3346632e-07,NNLO+NNLL,0.0014642596,7.3346632e-07,ok,runs/higgsino_N2C1minus_13/mc1_595_mn1_590_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_592p5_mn1_585_mn2_600,592.5,585,600,mc1_592p5_mn1_585_mn2_600,higgsino_N2C1minus_13::mc1_592p5_mn1_585_mn2_600,24.09,0,0.001479659,7.4148865e-07,NNLO+NNLL,0.001479659,7.4148865e-07,ok,runs/higgsino_N2C1minus_13/mc1_592p5_mn1_585_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_590_mn1_580_mn2_600,590.0,580,600,mc1_590_mn1_580_mn2_600,higgsino_N2C1minus_13::mc1_590_mn1_580_mn2_600,24.41,0,0.0014952282,7.4960247e-07,NNLO+NNLL,0.0014952282,7.4960247e-07,ok,runs/higgsino_N2C1minus_13/mc1_590_mn1_580_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_585_mn1_570_mn2_600,585.0,570,600,mc1_585_mn1_570_mn2_600,higgsino_N2C1minus_13::mc1_585_mn1_570_mn2_600,24.04,0,0.0015268857,7.6610957e-07,NNLO+NNLL,0.0015268857,7.6610957e-07,ok,runs/higgsino_N2C1minus_13/mc1_585_mn1_570_mn2_600/resummino.log,
higgsino_N2C1minus_13,mc1_580_mn1_560_mn2_600,580.0,560,600,mc1_580_mn1_560_mn2_600,higgsino_N2C1minus_13::mc1_580_mn1_560_mn2_600,23.97,0,0.0015592445,7.8298889e-07,NNLO+NNLL,0.0015592445,7.8298889e-07,ok,runs/higgsino_N2C1minus_13/mc1_580_mn1_560_mn2_600/resummino.log,
higgsino_N2N1_13,mc1_100_mn1_99p7_mn2_100p3,100,99.7,100.3,mc1_100_mn1_99p7_mn2_100p3,higgsino_N2N1_13::mc1_100_mn1_99p7_mn2_100p3,42.87,0,3.445073,0.0026895643,NNLO+NNLL,3.445073,0.0026895643,ok,runs/higgsino_N2N1_13/mc1_100_mn1_99p7_mn2_100p3/resummino.log
higgsino_N2N1_13,mc1_100_mn1_99p6_mn2_100p4,100,99.6,100.4,mc1_100_mn1_99p6_mn2_100p4,higgsino_N2N1_13::mc1_100_mn1_99p6_mn2_100p4,43.41,0,3.4450527,0.0026895424,NNLO+NNLL,3.4450527,0.0026895424,ok,runs/higgsino_N2N1_13/mc1_100_mn1_99p6_mn2_100p4/resummino.log
higgsino_N2N1_13,mc1_100_mn1_99p5_mn2_100p5,100,99.5,100.5,mc1_100_mn1_99p5_mn2_100p5,higgsino_N2N1_13::mc1_100_mn1_99p5_mn2_100p5,43.03,0,3.4450266,0.0026895141,NNLO+NNLL,3.4450266,0.0026895141,ok,runs/higgsino_N2N1_13/mc1_100_mn1_99p5_mn2_100p5/resummino.log
higgsino_N2N1_13,mc1_100_mn1_99p25_mn2_100p75,100,99.25,100.75,mc1_100_mn1_99p25_mn2_100p75,higgsino_N2N1_13::mc1_100_mn1_99p25_mn2_100p75,42.99,0,3.4449361,0.0026894162,NNLO+NNLL,3.4449361,0.0026894162,ok,runs/higgsino_N2N1_13/mc1_100_mn1_99p25_mn2_100p75/resummino.log
higgsino_N2N1_13,mc1_100_mn1_99_mn2_101,100,99,101,mc1_100_mn1_99_mn2_101,higgsino_N2N1_13::mc1_100_mn1_99_mn2_101,43.41,0,3.4448093,0.0026892801,NNLO+NNLL,3.4448093,0.0026892801,ok,runs/higgsino_N2N1_13/mc1_100_mn1_99_mn2_101/resummino.log
higgsino_N2N1_13,mc1_100_mn1_98p5_mn2_101p5,100,98.5,101.5,mc1_100_mn1_98p5_mn2_101p5,higgsino_N2N1_13::mc1_100_mn1_98p5_mn2_101p5,42.95,0,3.4444473,0.0026889047,NNLO+NNLL,3.4444473,0.0026889047,ok,runs/higgsino_N2N1_13/mc1_100_mn1_98p5_mn2_101p5/resummino.log
higgsino_N2N1_13,mc1_100_mn1_97p5_mn2_102p5,100,97.5,102.5,mc1_100_mn1_97p5_mn2_102p5,higgsino_N2N1_13::mc1_100_mn1_97p5_mn2_102p5,42.72,0,3.4432878,0.0026877421,NNLO+NNLL,3.4432878,0.0026877421,ok,runs/higgsino_N2N1_13/mc1_100_mn1_97p5_mn2_102p5/resummino.log
higgsino_N2N1_13,mc1_100_mn1_97_mn2_103,100,97,103,mc1_100_mn1_97_mn2_103,higgsino_N2N1_13::mc1_100_mn1_97_mn2_103,43.28,0,3.4424882,0.0026869951,NNLO+NNLL,3.4424882,0.0026869951,ok,runs/higgsino_N2N1_13/mc1_100_mn1_97_mn2_103/resummino.log
higgsino_N2N1_13,mc1_100_mn1_96p25_mn2_103p75,100,96.25,103.75,mc1_100_mn1_96p25_mn2_103p75,higgsino_N2N1_13::mc1_100_mn1_96p25_mn2_103p75,43.59,0,3.4410104,0.0026856454,NNLO+NNLL,3.4410104,0.0026856454,ok,runs/higgsino_N2N1_13/mc1_100_mn1_96p25_mn2_103p75/resummino.log
higgsino_N2N1_13,mc1_100_mn1_95_mn2_105,100,95,105,mc1_100_mn1_95_mn2_105,higgsino_N2N1_13::mc1_100_mn1_95_mn2_105,43.2,0,3.4377963,0.0026832898,NNLO+NNLL,3.4377963,0.0026832898,ok,runs/higgsino_N2N1_13/mc1_100_mn1_95_mn2_105/resummino.log
higgsino_N2N1_13,mc1_100_mn1_92p5_mn2_107p5,100,92.5,107.5,mc1_100_mn1_92p5_mn2_107p5,higgsino_N2N1_13::mc1_100_mn1_92p5_mn2_107p5,42.82,0,3.4284406,0.0026783216,NNLO+NNLL,3.4284406,0.0026783216,ok,runs/higgsino_N2N1_13/mc1_100_mn1_92p5_mn2_107p5/resummino.log
higgsino_N2N1_13,mc1_100_mn1_90_mn2_110,100,90,110,mc1_100_mn1_90_mn2_110,higgsino_N2N1_13::mc1_100_mn1_90_mn2_110,42.8,0,3.4155138,0.0026698892,NNLO+NNLL,3.4155138,0.0026698892,ok,runs/higgsino_N2N1_13/mc1_100_mn1_90_mn2_110/resummino.log
higgsino_N2N1_13,mc1_100_mn1_87p5_mn2_112p5,100,87.5,112.5,mc1_100_mn1_87p5_mn2_112p5,higgsino_N2N1_13::mc1_100_mn1_87p5_mn2_112p5,43.14,0,3.398466,0.0026613987,NNLO+NNLL,3.398466,0.0026613987,ok,runs/higgsino_N2N1_13/mc1_100_mn1_87p5_mn2_112p5/resummino.log
higgsino_N2N1_13,mc1_100_mn1_85_mn2_115,100,85,115,mc1_100_mn1_85_mn2_115,higgsino_N2N1_13::mc1_100_mn1_85_mn2_115,42.94,0,3.378375,0.0026184784,NNLO+NNLL,3.378375,0.0026184784,ok,runs/higgsino_N2N1_13/mc1_100_mn1_85_mn2_115/resummino.log
